"","id_colaborador","nome","sexo_biologico","idade","cargo","nota_desempenho","remuneracao","horas_treinamento"
"10031","REP010031","Bruno Gonçalves","Masculino",30,"Repositor(a)","Insuficiente",3190.78,13
"10032","REP010032","Eloah Gonçalves","Feminino",40,"Repositor(a)","Insuficiente",3680.75,21
"10033","REP010033","Emanuelly Guerra","Feminino",28,"Repositor(a)","Regular",3496.04,16
"10034","REP010034","Nina Novais","Feminino",19,"Repositor(a)","Bom",3416.25,25
"10035","REP010035","Mariane Abreu","Feminino",28,"Repositor(a)","Regular",3163.34,19
"10036","REP010036","Arthur Gabriel Aparecida","Masculino",33,"Repositor(a)","Regular",3033.43,25
"10037","REP010037","Sarah Viana","Feminino",40,"Repositor(a)","Regular",3370.21,24
"10038","REP010038","José Pedro Costa","Masculino",33,"Repositor(a)","Insuficiente",3630.34,21
"10039","REP010039","Heloisa Borges","Feminino",27,"Repositor(a)","Bom",3372.29,13
"10040","REP010040","Pedro Sales","Masculino",51,"Repositor(a)","Excelente",3308.78,19
"10041","REP010041","Ana Carolina Caldeira","Feminino",35,"Repositor(a)","Insuficiente",3346.33,28
"10042","REP010042","Leandro Montenegro","Masculino",54,"Repositor(a)","Excelente",3314.24,25
"10043","REP010043","João Gabriel Freitas","Masculino",50,"Repositor(a)","Regular",3701.02,16
"10044","REP010044","Ana Julia da Cunha","Feminino",21,"Repositor(a)","Insuficiente",3438.03,17
"10045","REP010045","Sofia Camargo","Feminino",40,"Repositor(a)","Bom",3099.33,20
"10046","REP010046","Marina Santos","Feminino",45,"Repositor(a)","Insuficiente",3386.67,21
"10047","REP010047","Anthony Gabriel Fonseca","Masculino",52,"Repositor(a)","Bom",4177.1,18
"10048","REP010048","Rafael Mendonça","Masculino",47,"Repositor(a)","Insuficiente",3878.36,23
"10049","REP010049","Maria Luiza Carvalho","Feminino",40,"Repositor(a)","Excelente",3524.99,15
"10050","REP010050","Hellena da Mota","Feminino",27,"Repositor(a)","Regular",3685.1,22
"10051","REP010051","Ágatha Moreira","Feminino",22,"Repositor(a)","Regular",3653.95,22
"10052","REP010052","João Jesus","Masculino",33,"Repositor(a)","Bom",3462.88,17
"10053","REP010053","Eduarda Teixeira","Feminino",18,"Repositor(a)","Regular",3094.18,16
"10054","REP010054","Gustavo Henrique Azevedo","Masculino",50,"Repositor(a)","Insuficiente",4001.15,16
"10055","REP010055","Murilo Andrade","Masculino",34,"Repositor(a)","Regular",3803.12,21
"10056","REP010056","Luiz Miguel Brito","Masculino",50,"Repositor(a)","Insuficiente",3620.19,25
"10057","REP010057","Léo Fogaça","Masculino",25,"Repositor(a)","Bom",3106.51,16
"10058","REP010058","Isabela Guerra","Feminino",41,"Repositor(a)","Regular",3667.31,21
"10059","REP010059","Danilo Cunha","Masculino",32,"Repositor(a)","Bom",3946.77,30
"10060","REP010060","João Vitor Brito","Masculino",24,"Repositor(a)","Insuficiente",4010.41,20
"10061","REP010061","Thomas Porto","Masculino",53,"Repositor(a)","Excelente",3321.48,13
"10062","REP010062","Miguel Costa","Masculino",48,"Repositor(a)","Bom",3938.86,20
"10063","REP010063","Maya Albuquerque","Feminino",32,"Repositor(a)","Bom",3640.34,15
"10064","REP010064","Arthur Gabriel Pacheco","Masculino",37,"Repositor(a)","Bom",3998.34,15
"10065","REP010065","Gustavo Pinto","Masculino",41,"Repositor(a)","Insuficiente",3607.43,21
"10066","REP010066","Nina Nunes","Feminino",32,"Repositor(a)","Bom",3948.8,32
"10067","REP010067","Eduarda Montenegro","Feminino",22,"Repositor(a)","Insuficiente",3105.69,23
"10068","REP010068","Emanuelly Machado","Feminino",26,"Repositor(a)","Bom",3720.9,13
"10069","REP010069","Lorenzo Pires","Masculino",57,"Repositor(a)","Insuficiente",3272.83,18
"10070","REP010070","Sara Araújo","Feminino",57,"Repositor(a)","Regular",2801.8,22
"10071","REP010071","Ana Sophia Vieira","Feminino",46,"Repositor(a)","Bom",2864.09,24
"10072","REP010072","Mariah Lima","Feminino",35,"Repositor(a)","Bom",3023.68,21
"10073","REP010073","Luiza Duarte","Feminino",27,"Repositor(a)","Bom",3223.85,16
"10074","REP010074","Bento Campos","Masculino",29,"Repositor(a)","Bom",4215.85,13
"10075","REP010075","Maria Julia Rios","Feminino",23,"Repositor(a)","Bom",4183.75,19
"10076","REP010076","Diogo Fernandes","Masculino",31,"Repositor(a)","Excelente",3280.75,22
"10077","REP010077","Diego da Cunha","Masculino",59,"Repositor(a)","Bom",3953.38,7
"10078","REP010078","Samuel Vasconcelos","Masculino",55,"Repositor(a)","Regular",4019.02,14
"10079","REP010079","Anthony Gabriel Cirino","Masculino",44,"Repositor(a)","Bom",3622.15,24
"10080","REP010080","Milena Leão","Feminino",20,"Repositor(a)","Regular",3025.83,19
"10081","REP010081","Agatha das Neves","Feminino",39,"Repositor(a)","Insuficiente",3469.83,29
"10082","REP010082","Helena Alves","Feminino",28,"Repositor(a)","Bom",3892.42,7
"10083","REP010083","Emanuella Pires","Feminino",18,"Repositor(a)","Bom",4045.63,18
"10084","REP010084","Gael Henrique Cavalcante","Masculino",40,"Repositor(a)","Excelente",3783.32,18
"10085","REP010085","Kaique Nunes","Masculino",29,"Repositor(a)","Bom",3914.9,23
"10086","REP010086","Mariana Fernandes","Feminino",22,"Repositor(a)","Regular",3800.79,22
"10087","REP010087","Sarah Moreira","Feminino",27,"Repositor(a)","Excelente",4378.79,18
"10088","REP010088","Felipe Silveira","Masculino",32,"Repositor(a)","Excelente",3601.06,22
"10089","REP010089","Ana Carolina Teixeira","Feminino",30,"Repositor(a)","Bom",3768.9,25
"10090","REP010090","Alexandre Duarte","Masculino",36,"Repositor(a)","Insuficiente",3886.79,31
"10091","REP010091","Gustavo Rios","Masculino",18,"Repositor(a)","Regular",4323.08,21
"10092","REP010092","Igor Lopes","Masculino",52,"Repositor(a)","Insuficiente",3828.94,27
"10093","REP010093","Arthur Gabriel Casa Grande","Masculino",27,"Repositor(a)","Insuficiente",3320.9,16
"10094","REP010094","Bianca Farias","Feminino",20,"Repositor(a)","Excelente",4147.02,26
"10095","REP010095","Ana Pires","Feminino",27,"Repositor(a)","Excelente",3897.13,20
"10096","REP010096","Thiago Correia","Masculino",36,"Repositor(a)","Bom",4413.24,18
"10097","REP010097","Amanda Pires","Feminino",45,"Repositor(a)","Regular",3422.14,19
"10098","REP010098","Ana Carolina Sousa","Feminino",33,"Repositor(a)","Regular",3262.16,18
"10099","REP010099","Luiz Otávio Albuquerque","Masculino",43,"Repositor(a)","Excelente",3801.38,24
"10100","REP010100","Otto Leão","Masculino",40,"Repositor(a)","Excelente",4563.91,22
"10101","REP010101","Raquel Nascimento","Feminino",32,"Repositor(a)","Excelente",3130.4,10
"10102","REP010102","Bruna Araújo","Feminino",33,"Repositor(a)","Insuficiente",3200.3,16
"10103","REP010103","Allana da Costa","Feminino",18,"Repositor(a)","Insuficiente",3371.61,27
"10104","REP010104","Caio Brito","Masculino",35,"Repositor(a)","Excelente",4022.14,17
"10105","REP010105","Fernanda da Cunha","Feminino",42,"Repositor(a)","Excelente",4391.47,13
"10106","REP010106","Ravi Lucca Pastor","Masculino",65,"Repositor(a)","Excelente",3735.05,24
"10107","REP010107","Vinícius Nunes","Masculino",25,"Repositor(a)","Insuficiente",4157.09,17
"10108","REP010108","Augusto da Paz","Masculino",41,"Repositor(a)","Insuficiente",3923.87,24
"10109","REP010109","Thomas Fernandes","Masculino",31,"Repositor(a)","Bom",3572.3,23
"10110","REP010110","Vinicius Caldeira","Masculino",57,"Repositor(a)","Bom",3933.58,19
"10111","REP010111","João Gabriel Gomes","Masculino",23,"Repositor(a)","Bom",3666.33,31
"10112","REP010112","Apollo Brito","Masculino",43,"Repositor(a)","Regular",3108.55,23
"10113","REP010113","Heloísa Pinto","Feminino",18,"Repositor(a)","Regular",3912.46,14
"10114","REP010114","Rael Sousa","Masculino",34,"Repositor(a)","Regular",3644.29,28
"10115","REP010115","Paulo Peixoto","Masculino",37,"Repositor(a)","Insuficiente",3816.13,20
"10116","REP010116","Otto Novaes","Masculino",48,"Repositor(a)","Excelente",4761.33,19
"10117","REP010117","Cauê Melo","Masculino",26,"Repositor(a)","Insuficiente",2912.57,28
"10118","REP010118","Carolina da Mota","Feminino",37,"Repositor(a)","Bom",3323.88,20
"10119","REP010119","Noah Fernandes","Masculino",37,"Repositor(a)","Bom",4199.09,17
"10120","REP010120","Ayla Cassiano","Feminino",33,"Repositor(a)","Regular",4113.94,20
"10121","REP010121","Samuel Guerra","Masculino",47,"Repositor(a)","Insuficiente",3710.4,21
"10122","REP010122","Bernardo Macedo","Masculino",24,"Repositor(a)","Regular",2975.48,20
"10123","REP010123","Agatha Porto","Feminino",38,"Repositor(a)","Insuficiente",3709.37,11
"10124","REP010124","Natália Melo","Feminino",24,"Repositor(a)","Insuficiente",3851.14,15
"10125","REP010125","Antony Lopes","Masculino",48,"Repositor(a)","Bom",4176.46,14
"10126","REP010126","Gabrielly Porto","Feminino",33,"Repositor(a)","Insuficiente",2980.81,21
"10127","REP010127","Luiz Henrique Gonçalves","Masculino",35,"Repositor(a)","Insuficiente",3683.11,16
"10128","REP010128","Isabelly Cunha","Feminino",24,"Repositor(a)","Regular",3059.29,10
"10129","REP010129","Yasmin Caldeira","Feminino",38,"Repositor(a)","Regular",2967.54,25
"10130","REP010130","Rafaela Souza","Feminino",43,"Repositor(a)","Insuficiente",2922.44,26
"10131","REP010131","Isabel Sousa","Feminino",25,"Repositor(a)","Insuficiente",3487.99,15
"10132","REP010132","Vitor da Paz","Masculino",26,"Repositor(a)","Bom",3127.09,24
"10133","REP010133","Nina Cassiano","Feminino",37,"Repositor(a)","Insuficiente",2924.65,20
"10134","REP010134","Enrico da Cruz","Masculino",23,"Repositor(a)","Insuficiente",3502.99,32
"10135","REP010135","Igor Jesus","Masculino",24,"Repositor(a)","Excelente",3543.44,16
"10136","REP010136","Luiz Fernando Cirino","Masculino",26,"Repositor(a)","Regular",3546.7,20
"10137","REP010137","Emanuel Novaes","Masculino",33,"Repositor(a)","Excelente",3686.08,24
"10138","REP010138","Evelyn Porto","Feminino",18,"Repositor(a)","Excelente",3036.22,23
"10139","REP010139","Ana Lívia Teixeira","Feminino",18,"Repositor(a)","Regular",3067.22,23
"10140","REP010140","Maitê da Luz","Feminino",19,"Repositor(a)","Insuficiente",3728.08,17
"10141","REP010141","Henry Gabriel Cassiano","Masculino",43,"Repositor(a)","Excelente",3777.99,12
"10142","REP010142","Mathias Câmara","Masculino",24,"Repositor(a)","Insuficiente",3219.25,24
"10143","REP010143","Jade Silva","Feminino",27,"Repositor(a)","Regular",3421.28,22
"10144","REP010144","Leandro Aparecida","Masculino",56,"Repositor(a)","Insuficiente",4096.44,25
"10145","REP010145","Luiza Silva","Feminino",30,"Repositor(a)","Insuficiente",2739.85,24
"10146","REP010146","Juliana Mendes","Feminino",33,"Repositor(a)","Insuficiente",3353.63,13
"10147","REP010147","Maria Novais","Feminino",21,"Repositor(a)","Insuficiente",3297.49,22
"10148","REP010148","Pedro Henrique Aragão","Masculino",59,"Repositor(a)","Insuficiente",4183.39,26
"10149","REP010149","Ágatha Campos","Feminino",25,"Repositor(a)","Excelente",3209.27,15
"10150","REP010150","Benjamin da Cruz","Masculino",35,"Repositor(a)","Bom",3616.36,22
"10151","REP010151","Olivia Macedo","Feminino",43,"Repositor(a)","Excelente",3774.34,24
"10152","REP010152","Pedro Henrique Lima","Masculino",35,"Repositor(a)","Regular",3087.76,17
"10153","REP010153","Caio Farias","Masculino",37,"Repositor(a)","Excelente",3283.61,27
"10154","REP010154","Arthur Miguel Mendonça","Masculino",34,"Repositor(a)","Excelente",4489.14,17
"10155","REP010155","Maria Flor da Rocha","Feminino",27,"Repositor(a)","Insuficiente",3185.49,19
"10156","REP010156","Matheus Albuquerque","Masculino",41,"Repositor(a)","Regular",3500.18,28
"10157","REP010157","Lorenzo Cardoso","Masculino",43,"Repositor(a)","Insuficiente",3817.27,29
"10158","REP010158","Gabriel Rocha","Masculino",31,"Repositor(a)","Excelente",4040.86,20
"10159","REP010159","Brenda Ribeiro","Feminino",22,"Repositor(a)","Bom",3676.05,23
"10160","REP010160","Anna Liz Araújo","Feminino",24,"Repositor(a)","Bom",2838.16,28
"10161","REP010161","Ana Lívia Fonseca","Feminino",18,"Repositor(a)","Excelente",4303.16,15
"10162","REP010162","Emanuelly Viana","Feminino",18,"Repositor(a)","Bom",4179.46,19
"10163","REP010163","Samuel da Luz","Masculino",40,"Repositor(a)","Bom",3690.97,20
"10164","REP010164","Bernardo Almeida","Masculino",46,"Repositor(a)","Excelente",4473.79,18
"10165","REP010165","Maria Clara Vargas","Feminino",39,"Repositor(a)","Regular",3196.62,23
"10166","REP010166","Alexandre Monteiro","Masculino",18,"Repositor(a)","Bom",3641.25,23
"10167","REP010167","Luigi Campos","Masculino",35,"Repositor(a)","Excelente",4008.17,2
"10168","REP010168","Renan Moraes","Masculino",26,"Repositor(a)","Regular",3148.47,18
"10169","REP010169","Luiz Felipe Duarte","Masculino",38,"Repositor(a)","Regular",2991.13,23
"10170","REP010170","Thales da Mota","Masculino",33,"Repositor(a)","Insuficiente",4121.85,17
"10171","REP010171","Henry Moraes","Masculino",43,"Repositor(a)","Bom",3555.29,5
"10172","REP010172","Antony Jesus","Masculino",37,"Repositor(a)","Insuficiente",2967.58,25
"10173","REP010173","Antônio Aragão","Masculino",18,"Repositor(a)","Insuficiente",3895.95,23
"10174","REP010174","João Miguel Barbosa","Masculino",27,"Repositor(a)","Regular",3402.66,20
"10175","REP010175","Benjamim Fogaça","Masculino",37,"Repositor(a)","Bom",3296.15,16
"10176","REP010176","Vinicius Casa Grande","Masculino",38,"Repositor(a)","Excelente",4810.69,14
"10177","REP010177","Luara Guerra","Feminino",18,"Repositor(a)","Regular",4090.6,18
"10178","REP010178","Benjamim Ferreira","Masculino",22,"Repositor(a)","Regular",4298.48,23
"10179","REP010179","Ana Lívia da Mata","Feminino",31,"Repositor(a)","Insuficiente",3748.34,21
"10180","REP010180","Camila Gonçalves","Feminino",18,"Repositor(a)","Regular",3522.28,17
"10181","REP010181","Ayla Pimenta","Feminino",18,"Repositor(a)","Insuficiente",2754.81,16
"10182","REP010182","Daniel Camargo","Masculino",33,"Repositor(a)","Insuficiente",3984.6,22
"10183","REP010183","Kaique Rodrigues","Masculino",32,"Repositor(a)","Insuficiente",3796.37,19
"10184","REP010184","Oliver Cirino","Masculino",28,"Repositor(a)","Bom",3294.84,19
"10185","REP010185","Ágatha Peixoto","Feminino",23,"Repositor(a)","Excelente",3431.01,28
"10186","REP010186","Luiz Felipe Lima","Masculino",37,"Repositor(a)","Insuficiente",3706.49,17
"10187","REP010187","Emanuelly Lima","Feminino",23,"Repositor(a)","Insuficiente",2689.88,17
"10188","REP010188","Nicole Camargo","Feminino",31,"Repositor(a)","Excelente",4180.78,16
"10189","REP010189","Thomas Oliveira","Masculino",33,"Repositor(a)","Insuficiente",3171.66,26
"10190","REP010190","Liam Moraes","Masculino",39,"Repositor(a)","Regular",3349.04,16
"10191","REP010191","Eduarda Melo","Feminino",39,"Repositor(a)","Excelente",4437.83,21
"10192","REP010192","Gael Henrique Teixeira","Masculino",45,"Repositor(a)","Regular",3751.83,21
"10193","REP010193","Caleb Nunes","Masculino",50,"Repositor(a)","Insuficiente",3846.73,18
"10194","REP010194","Agatha Alves","Feminino",38,"Repositor(a)","Regular",3321.57,30
"10195","REP010195","Breno Abreu","Masculino",39,"Repositor(a)","Insuficiente",3747.9,4
"10196","REP010196","Valentina Siqueira","Feminino",26,"Repositor(a)","Excelente",4058.14,17
"10197","REP010197","Emanuella Araújo","Feminino",26,"Repositor(a)","Regular",2766.18,21
"10198","REP010198","Maria Laura da Cunha","Feminino",21,"Repositor(a)","Insuficiente",3621.4,11
"10199","REP010199","Emanuel Melo","Masculino",37,"Repositor(a)","Bom",4068.97,20
"10200","REP010200","Luigi Porto","Masculino",44,"Repositor(a)","Bom",4440.25,24
"10201","REP010201","Alexandre Fonseca","Masculino",30,"Repositor(a)","Regular",3230.27,16
"10202","REP010202","Samuel Araújo","Masculino",37,"Repositor(a)","Insuficiente",3560.11,23
"10203","REP010203","Murilo Viana","Masculino",30,"Repositor(a)","Excelente",4379.03,9
"10204","REP010204","Antônio Cunha","Masculino",39,"Repositor(a)","Bom",3369.29,32
"10205","REP010205","Nicolas das Neves","Masculino",32,"Repositor(a)","Excelente",4467.97,21
"10206","REP010206","Vicente da Mota","Masculino",30,"Repositor(a)","Bom",4333.22,31
"10207","REP010207","Emilly da Rocha","Feminino",23,"Repositor(a)","Regular",3910.19,17
"10208","REP010208","Luiz Fernando Rios","Masculino",42,"Repositor(a)","Insuficiente",3959.55,12
"10209","REP010209","Fernando Pacheco","Masculino",36,"Repositor(a)","Bom",3646.18,30
"10210","REP010210","Heloisa Sousa","Feminino",26,"Repositor(a)","Regular",3164.02,24
"10211","REP010211","Ana Júlia Macedo","Feminino",33,"Repositor(a)","Insuficiente",3814.43,18
"10212","REP010212","Benicio Correia","Masculino",33,"Repositor(a)","Bom",4329.66,23
"10213","REP010213","Otto Mendonça","Masculino",48,"Repositor(a)","Regular",3201.74,26
"10214","REP010214","Raquel Viana","Feminino",20,"Repositor(a)","Insuficiente",3690.15,20
"10215","REP010215","Elisa Lopes","Feminino",28,"Repositor(a)","Bom",2744.15,16
"10216","REP010216","Ana Sophia Ramos","Feminino",18,"Repositor(a)","Excelente",3120.96,21
"10217","REP010217","Clarice Mendonça","Feminino",27,"Repositor(a)","Regular",3879.28,18
"10218","REP010218","Ravi Monteiro","Masculino",20,"Repositor(a)","Bom",3733.55,21
"10219","REP010219","Emanuel Nogueira","Masculino",44,"Repositor(a)","Bom",3944.57,23
"10220","REP010220","João Gabriel Vieira","Masculino",45,"Repositor(a)","Insuficiente",3713.15,17
"10221","REP010221","Elisa Ramos","Feminino",38,"Repositor(a)","Regular",2927.07,19
"10222","REP010222","Daniela Correia","Feminino",30,"Repositor(a)","Insuficiente",3025.11,21
"10223","REP010223","Ana Julia Sampaio","Feminino",21,"Repositor(a)","Excelente",3461.34,22
"10224","REP010224","Valentim Mendes","Masculino",29,"Repositor(a)","Insuficiente",3324.96,26
"10225","REP010225","Arthur Oliveira","Masculino",52,"Repositor(a)","Insuficiente",3359.47,12
"10226","REP010226","Lucca Barros","Masculino",51,"Repositor(a)","Insuficiente",3511.96,11
"10227","REP010227","Marina Pereira","Feminino",31,"Repositor(a)","Bom",2990.23,22
"10228","REP010228","Maria Eduarda Peixoto","Feminino",25,"Repositor(a)","Bom",4052.28,20
"10229","REP010229","Benicio Castro","Masculino",51,"Repositor(a)","Regular",3148.01,23
"10230","REP010230","Léo Mendes","Masculino",30,"Repositor(a)","Insuficiente",3843.9,20
"10231","REP010231","Asafe Fonseca","Masculino",39,"Repositor(a)","Insuficiente",4129.03,25
"10232","REP010232","Lucca Ramos","Masculino",51,"Repositor(a)","Excelente",3304.67,19
"10233","REP010233","Raquel Cassiano","Feminino",22,"Repositor(a)","Insuficiente",2676.08,21
"10234","REP010234","Yuri Andrade","Masculino",45,"Repositor(a)","Insuficiente",3790.93,14
"10235","REP010235","Rafaela Porto","Feminino",35,"Repositor(a)","Regular",4010.89,11
"10236","REP010236","Luara Pastor","Feminino",30,"Repositor(a)","Excelente",3822.84,14
"10237","REP010237","Mirella Martins","Feminino",20,"Repositor(a)","Insuficiente",2883.82,14
"10238","REP010238","Emanuel Porto","Masculino",30,"Repositor(a)","Regular",3441.77,24
"10239","REP010239","Ana Liz Porto","Feminino",33,"Repositor(a)","Insuficiente",2944.04,25
"10240","REP010240","João Vitor Pinto","Masculino",23,"Repositor(a)","Insuficiente",3766.92,12
"10241","REP010241","José Pedro Nunes","Masculino",38,"Repositor(a)","Excelente",4493.42,16
"10242","REP010242","Otávio Martins","Masculino",42,"Repositor(a)","Regular",3827.78,19
"10243","REP010243","Vitor Fogaça","Masculino",47,"Repositor(a)","Bom",3118.16,19
"10244","REP010244","João Guilherme Campos","Masculino",23,"Repositor(a)","Insuficiente",2877.67,18
"10245","REP010245","Bernardo Lima","Masculino",50,"Repositor(a)","Bom",3349.78,22
"10246","REP010246","Letícia Correia","Feminino",47,"Repositor(a)","Excelente",3451.98,20
"10247","REP010247","Ravi Lucca Mendonça","Masculino",41,"Repositor(a)","Insuficiente",2931.35,26
"10248","REP010248","Maria Eduarda Teixeira","Feminino",20,"Repositor(a)","Excelente",4046.43,16
"10249","REP010249","Kamilly Moraes","Feminino",27,"Repositor(a)","Regular",3207.29,20
"10250","REP010250","Caleb da Mota","Masculino",37,"Repositor(a)","Bom",3174.15,17
"10251","REP010251","Hadassa Nunes","Feminino",33,"Repositor(a)","Regular",3248.22,14
"10252","REP010252","Paulo Lima","Masculino",37,"Repositor(a)","Regular",3944.64,15
"10253","REP010253","Davi Luiz da Mata","Masculino",40,"Repositor(a)","Bom",3178.72,29
"10254","REP010254","João Felipe Lima","Masculino",36,"Repositor(a)","Insuficiente",4020.78,24
"10255","REP010255","Emanuella das Neves","Feminino",33,"Repositor(a)","Excelente",4036.66,25
"10256","REP010256","Danilo Carvalho","Masculino",32,"Repositor(a)","Bom",4067.32,25
"10257","REP010257","Sophia Fernandes","Feminino",27,"Repositor(a)","Bom",3028.29,14
"10258","REP010258","Henry Gabriel Ferreira","Masculino",31,"Repositor(a)","Regular",3881.34,30
"10259","REP010259","Maria Alice Rios","Feminino",49,"Repositor(a)","Bom",4187.39,20
"10260","REP010260","Yago Cirino","Masculino",52,"Repositor(a)","Excelente",3856.17,31
"10261","REP010261","Rafaela Dias","Feminino",36,"Repositor(a)","Insuficiente",3894.4,19
"10262","REP010262","Maria Liz da Rocha","Feminino",43,"Repositor(a)","Bom",4037.44,14
"10263","REP010263","Ana Beatriz das Neves","Feminino",38,"Repositor(a)","Bom",2857.61,26
"10264","REP010264","Vitória Barros","Feminino",32,"Repositor(a)","Bom",3951.85,18
"10265","REP010265","Ester Dias","Feminino",18,"Repositor(a)","Excelente",3650.38,13
"10266","REP010266","Luiz Gustavo das Neves","Masculino",34,"Repositor(a)","Excelente",3610.67,19
"10267","REP010267","Vitor Hugo Albuquerque","Masculino",34,"Repositor(a)","Excelente",4064.36,14
"10268","REP010268","Ravi Rezende","Masculino",26,"Repositor(a)","Excelente",3765.82,18
"10269","REP010269","Davi Lucas Machado","Masculino",22,"Repositor(a)","Excelente",3591.7,20
"10270","REP010270","Kaique Silveira","Masculino",42,"Repositor(a)","Bom",3616.19,19
"10271","REP010271","Henry Gabriel Montenegro","Masculino",40,"Repositor(a)","Regular",4004.58,20
"10272","REP010272","Emanuel Rocha","Masculino",25,"Repositor(a)","Regular",3142.25,20
"10273","REP010273","Nicole Almeida","Feminino",23,"Repositor(a)","Excelente",3769.74,20
"10274","REP010274","Gael Monteiro","Masculino",49,"Repositor(a)","Insuficiente",3358.61,18
"10275","REP010275","Ester Novais","Feminino",21,"Repositor(a)","Insuficiente",3599.63,18
"10276","REP010276","Renan Montenegro","Masculino",39,"Repositor(a)","Insuficiente",3167.08,15
"10277","REP010277","Maria Liz Campos","Feminino",28,"Repositor(a)","Bom",3640.35,13
"10278","REP010278","Maria Flor Vieira","Feminino",35,"Repositor(a)","Regular",3814.12,21
"10279","REP010279","Antony Moraes","Masculino",28,"Repositor(a)","Excelente",4007.53,17
"10280","REP010280","André Pinto","Masculino",38,"Repositor(a)","Insuficiente",4211.4,20
"10281","REP010281","Murilo Mendonça","Masculino",39,"Repositor(a)","Excelente",4824.03,15
"10282","REP010282","João das Neves","Masculino",39,"Repositor(a)","Bom",3786.87,31
"10283","REP010283","Emanuella Pacheco","Feminino",31,"Repositor(a)","Bom",3520.35,16
"10284","REP010284","Maria Alice Peixoto","Feminino",33,"Repositor(a)","Regular",3226.95,23
"10285","REP010285","Caleb Jesus","Masculino",59,"Repositor(a)","Regular",3727.68,27
"10286","REP010286","Gael Alves","Masculino",63,"Repositor(a)","Excelente",3305.14,24
"10287","REP010287","Henrique Costela","Masculino",31,"Repositor(a)","Bom",4310.02,22
"10288","REP010288","Kaique Martins","Masculino",18,"Repositor(a)","Insuficiente",4151.91,14
"10289","REP010289","Bruna Dias","Feminino",36,"Repositor(a)","Insuficiente",2605.08,23
"10290","REP010290","Pedro Miguel Camargo","Masculino",39,"Repositor(a)","Regular",3537.21,26
"10291","REP010291","Benjamim Jesus","Masculino",48,"Repositor(a)","Regular",3833.46,14
"10292","REP010292","Apollo Dias","Masculino",40,"Repositor(a)","Excelente",4059.49,12
"10293","REP010293","Danilo Peixoto","Masculino",38,"Repositor(a)","Excelente",4142.82,24
"10294","REP010294","Mirella da Luz","Feminino",41,"Repositor(a)","Bom",3420.48,23
"10295","REP010295","Theo Gonçalves","Masculino",50,"Repositor(a)","Bom",4054.35,25
"10296","REP010296","Ana Liz Nunes","Feminino",18,"Repositor(a)","Regular",3274.98,11
"10297","REP010297","Isabela Borges","Feminino",22,"Repositor(a)","Bom",4237.74,22
"10298","REP010298","Théo Casa Grande","Masculino",36,"Repositor(a)","Excelente",3877.78,24
"10299","REP010299","Arthur Gabriel Cardoso","Masculino",38,"Repositor(a)","Bom",4336.8,27
"10300","REP010300","Mariane Sales","Feminino",28,"Repositor(a)","Excelente",4017.38,20
"10301","REP010301","Fernanda Cardoso","Feminino",34,"Repositor(a)","Insuficiente",2611.95,12
"10302","REP010302","Laís Novais","Feminino",40,"Repositor(a)","Excelente",4121.91,23
"10303","REP010303","Miguel Fonseca","Masculino",54,"Repositor(a)","Bom",3924.05,24
"10304","REP010304","Maria Julia Cassiano","Feminino",36,"Repositor(a)","Regular",2808.06,28
"10305","REP010305","Davi Luiz da Rosa","Masculino",28,"Repositor(a)","Excelente",3909.71,27
"10306","REP010306","Brenda Mendonça","Feminino",29,"Repositor(a)","Excelente",3746.35,24
"10307","REP010307","Cecilia Novaes","Feminino",29,"Repositor(a)","Regular",3600.03,21
"10308","REP010308","Davi Miguel Alves","Masculino",42,"Repositor(a)","Excelente",4221.08,22
"10309","REP010309","Marina Pimenta","Feminino",34,"Repositor(a)","Regular",2933.21,29
"10310","REP010310","Rael Casa Grande","Masculino",58,"Repositor(a)","Insuficiente",3390.96,19
"10311","REP010311","Valentina Freitas","Feminino",25,"Repositor(a)","Bom",3786.04,21
"10312","REP010312","Luigi Vieira","Masculino",41,"Repositor(a)","Bom",3852.4,19
"10313","REP010313","Bárbara Melo","Feminino",54,"Repositor(a)","Insuficiente",3821.65,20
"10314","REP010314","Leonardo Vieira","Masculino",31,"Repositor(a)","Bom",4478.29,30
"10315","REP010315","Clara Moraes","Feminino",31,"Repositor(a)","Insuficiente",3795.64,20
"10316","REP010316","Gael Mendes","Masculino",28,"Repositor(a)","Excelente",3342.95,19
"10317","REP010317","Luigi Gonçalves","Masculino",38,"Repositor(a)","Regular",3638.6,15
"10318","REP010318","Brayan Fonseca","Masculino",29,"Repositor(a)","Regular",3230.99,19
"10319","REP010319","Camila Fogaça","Feminino",40,"Repositor(a)","Insuficiente",3490.52,23
"10320","REP010320","Ravi Abreu","Masculino",38,"Repositor(a)","Excelente",4029.94,19
"10321","REP010321","Bárbara Souza","Feminino",21,"Repositor(a)","Bom",3135.43,14
"10322","REP010322","Brayan Jesus","Masculino",45,"Repositor(a)","Excelente",3650.18,19
"10323","REP010323","Bella Rios","Feminino",32,"Repositor(a)","Insuficiente",2619.37,19
"10324","REP010324","Lucca Sales","Masculino",47,"Repositor(a)","Bom",3485.09,23
"10325","REP010325","Henry Andrade","Masculino",26,"Repositor(a)","Insuficiente",3809.73,19
"10326","REP010326","Rafael Nunes","Masculino",41,"Repositor(a)","Bom",4008.98,19
"10327","REP010327","Liam da Rosa","Masculino",45,"Repositor(a)","Excelente",3354.95,11
